library,source,description,fog_index
find-process,middle,find process by port/pid/name etc.,18.0
karma-electron,middle,Karma launcher and preprocessor for Electron,15.733333333333334
cliclopts,middle,CLI options helper and usage printer,2.4000000000000004
machine,middle,"Function containerizer for Node.js.  (The engine behind actions2, helpers, and shell scripts in Sails.)",8.514285714285714
toml-require,middle,require() .toml files in Node.js,10.0
espower-source,middle,"Power Assert instrumentor from code to code, with SourceMap.",8.044444444444444
hapi-auth-jwt2,middle,":lock: Secure Hapi.js authentication plugin using JSON Web Tokens (JWT) in Headers, URL or Cookies",5.666666666666668
npm-prepublish,middle,Populates your module's package.json's version property from semvery git tags,14.0
contentstream,middle,"Make a readable stream by input content, content could be `String`, `Buffer`, `Object`, `Number` and so on.",9.15294117647059
xdg-trashdir,middle,Get the correct trash path on Linux,2.8000000000000003
markdown-it-table-of-contents,middle,A table of contents plugin for Markdown-it ,8.514285714285714
animator-css,middle,An implementation of the abstract Animator interface from templating which enables css-based animations.,23.661538461538463
fetchr,middle,Universal data access layer for web applications.,14.228571428571428
fuzzy-search,middle,Simple fuzzy search,1.2000000000000002
jwt,middle,Koa middleware for validating JSON Web Tokens,14.228571428571428
node-tmp-sync,middle,"The sync version of tmp just for test cases, making it much easier.",8.276923076923078
gulp-standard,middle,Standard linter for gulp,1.6
memfs,middle,JavaScript file system utilities,21.6
msgpack-lite,middle,Fast Pure JavaScript MessagePack Encoder and Decoder / msgpack.org[JavaScript],18.2
pug-cli,middle,Pug's CLI interface,14.533333333333335
Commando,middle,Official command framework for discord.js,18.0
broccoli-string-replace,middle,,0.0
eslint-config-node-style-guide,middle,ESLint shareable config version of felixge/node-style-guide,9.066666666666668
postcss-functions,middle,PostCSS plugin for exposing JavaScript functions,15.733333333333334
rework-plugin-url,middle,"url() plugin for rework, formerly included in core",13.200000000000001
actions-on-google-nodejs,middle,Node.js client library for Actions on Google,2.8000000000000003
rev-del,middle,:haircut: Delete old fingerprinted files,10.0
Node.CLI-Progress,middle, :hourglass: easy to use progress-bar for command-line/terminal applications,23.200000000000003
bossy,middle,Command line options parser,1.6
read-yaml,middle,Very thin wrapper around js-yaml for directly reading in YAML files.,8.036363636363637
rethinkdbdash,middle,"An advanced Node.js driver for RethinkDB with a connection pool, support for streams etc.",8.514285714285714
coffee,middle,Test command line on Node.js,2.0
svg4everybody,middle,Use external SVG spritemaps today,10.0
mocha-text-cov,middle,text summary of code coverage for Mocha,14.228571428571428
gulp-tape,middle,:ghost: Run Tape tests in Gulp.,2.4000000000000004
broccoli-autoprefixer,middle,Prefix CSS using Autoprefixer,11.600000000000001
buffer-indexof-polyfill,middle,This is a polyfill for Buffer#indexOf introduced in NodeJS 4.0.,8.0
karma-tap-reporter,middle,Karma plugin to report test results in TAP.,3.2
react-paginate,middle,A ReactJS component that creates a pagination,19.942857142857143
babel-plugin-precompile-charcodes,middle,Convert character code getters into plain integers.,14.228571428571428
loopback-swagger,middle,LoopBack Swagger Spec Integration,11.600000000000001
gulp-changed-in-place,middle,Gulp plugin to only pass through changed files,3.2
remove-markdown,middle,Strip Markdown stuff from text. 1.5m+ downloads / month,1.6
console.table,middle,Adds console.table method that prints an array of objects as a table in console,8.457142857142857
regextras,middle,Array extras for regular expressions,18.0
menubar,middle,➖ high level way to create menubar desktop applications with electron,12.0
swagger-jsdoc,middle,Generates swagger/openapi specification based on jsDoc comments and YAML files.,16.0
react-native-modalbox,middle,A <Modal/> component for react-native,18.0
gp-js-client,middle,JavaScript/Node.js client for Globalization Pipeline,18.0
telegraf,middle,Modern Telegram Bot Framework for Node.js,9.066666666666668
merkle-lib,middle,A performance conscious library for merkle root and tree calculations.,12.0
df,middle,Get free disk space info from `df -kP`,3.2
is-async-supported,middle,Check if async/await is available natively,15.733333333333334
versionify,middle,Browserify transform to replace placeholder with package version,13.200000000000001
mocha-eslint,middle,Run ESLint in mocha tests,2.0
normalize-newline,middle,Normalize the newline characters in a string to `\n`,12.488888888888889
dependency-injection,middle,"A lightweight,  extensible dependency injection container for JavaScript.",28.200000000000003
node-homedir,middle,Platform agnostic user home directory path resolution for Node.js.,16.933333333333334
js-sha256,middle,A simple SHA-256 / SHA-224 hash function for JavaScript supports UTF-8 encoding.,11.672727272727274
react-native-side-menu,middle,Side menu component for React Native,9.066666666666668
commonmark-react-renderer,middle,React renderer for CommonMark (rationalized Markdown),22.400000000000002
ember-browserify,middle,ember-cli addon for easily loading CommonJS packages from npm via browserify.,22.581818181818182
template-html-loader,middle,Parse templates to html loader for webpack,2.8000000000000003
auto-changelog,middle,Command line tool for generating a changelog from git tags and commit history,8.276923076923078
markdown-it-mark,middle,<mark> tag plugin for markdown-it markdown parser,8.514285714285714
pem-jwk,middle,,0.0
babel-preset-es2015-without-strict,middle,babel-preset-es2015-without-strict,40.400000000000006
bootstrap-sass-loader,middle,Webpack Loader for the Sass version Twitter Bootstrap,3.2
is-travis,middle,Check if your code is running on Travis,3.2
gulp-stylint,middle,Gulp plugin for stylus stylint linter,2.4000000000000004
postcss-css-variables,middle,PostCSS plugin to transform CSS Custom Properties(CSS variables) syntax into a static representation,14.430769230769233
google-maps-services-js,middle,Node.js client library for Google Maps API Web Services,8.044444444444444
ember-cli-deploy,middle,A deployment pipeline for Ember CLI apps,8.514285714285714
algoliasearch-helper-js,middle,Helper for implementing advanced search features with Algolia,13.200000000000001
ace,middle,Node.js framework for creating command line applications,14.228571428571428
react-toggle,middle,"Elegant, accessible toggle component for React. Also a glorified checkbox.",18.0
react-sidebar,middle,A sidebar component for React,10.0
verup,middle,Increment and update version in all project files,8.200000000000001
prepush,middle,Yet another prepush script that will run tasks defined in a config file,5.2
react-masonry-component,middle,A React.js component for using @desandro's Masonry,25.65714285714286
cors,middle,Cross-Origin Resource Sharing(CORS) for koa,18.0
node-comment-json,middle,Parse and stringify JSON with comments. It will retain comments even when after saved!,2.8000000000000003
eslint-config-react,middle,A set of opinionated ESLint (http://eslint.org) rules (all rules included) tailored for React projects,11.371428571428572
pushdata-bitcoin,middle,encode/decode number as bitcoin pushdata integer ,22.400000000000002
fs-temp,middle,Temporary files and directories in Node.js,15.733333333333334
contentful-sdk-core,middle,Core modules for the Contentful JS SDKs,8.514285714285714
node-html-pdf,middle,This repo isn't maintained anymore as phantomjs got dreprecated a long time ago. Please migrate to headless chrome/puppeteer.,8.044444444444444
grunt-sass-lint,middle,Grunt plugin for Sass Lint,2.0
mocha-clean,middle,Clean up mocha stack traces,2.0
promises-es6,middle,"Test suite for compliance with ECMA-262 Promise (6th Edition, Draft Specification)",15.30909090909091
rollup-plugin-istanbul,middle,Seamless integration between Rollup and Istanbul,15.733333333333334
isomorphic-form-data,middle,"A module to create readable `""multipart/form-data""` isomorphically in node and the browser.",14.8
postcss-devtools,middle,Log execution time for each plugin in a PostCSS instance.,8.0
eslint-plugin,middle,ESLint configurations and additional rules for me,14.228571428571428
boundary,middle,"Provides boundary functions, (upper-bound and lower-bound).",15.733333333333334
load-grunt-configs,middle,Allows splitting your grunt task configuration into separate files,8.044444444444444
electron-store,middle,"Simple data persistence for your Electron app or module - Save and load user preferences, app state, cache, etc",16.08888888888889
gulp-remote-src,middle,Remote gulp.src,0.8
istanbul-threshold-checker,middle,Checks an instanbul coverage report against thresholds,14.228571428571428
react-click-outside,middle,Higher Order Component that provides click outside functionality,13.200000000000001
babelrc-rollup,middle,Builds a babel configuration for rollup-plugin-babel by reading .babelrc.,16.933333333333334
babel-preset-power-assert,middle,Babel preset for all power-assert plugins,2.4000000000000004
js-libp2p-crypto,middle,"The libp2p crypto primitives, for Node.js and the Browser!",6.2444444444444445
nodejs-driver,middle,DataStax Node.js Driver for Apache Cassandra,15.733333333333334
import-glob-loader,middle,Globbing preloader for Webpack,1.6
universal-router,middle,A simple middleware-style router for isomorphic JavaScript web apps,16.933333333333334
vuvuzela,middle,Simple and non-recursive JSON parse/stringify library,15.733333333333334
slack-bot-api,middle,:rocket: Simple way to control your Slack Bot,3.2
purifycss-webpack,middle,"UNMAINTAINED, use https://github.com/FullHuman/purgecss-webpack-plugin",27.86666666666667
koala,middle,[SEEKING MAINTAINER] An HTTP/2 and ES6 Module-ready Koa Suite,8.044444444444444
react-native-collapsible,middle,"Animated collapsible component for React Native, good for accordions, toggles etc",22.581818181818182
javascript-sdk,middle,LeanCloud JavaScript SDK,14.533333333333335
rollup-plugin-bundle-size,middle,A rollup plugin to show the size of the generated bundle(s).,8.036363636363637
read-file,middle,"Lightweight methods for reading from the file system, async and sync, with extras for stripping byte order marks and normalizing newlines.",10.304761904761905
stream-assert,middle,Assertion library for streams,11.600000000000001
shady-css-parser,middle,"A fast, small and flexible CSS parser.",8.514285714285714
StackBlur,middle,Fast and almost Gaussian blur,10.0
multireducer,middle,A utility to wrap many copies of a single Redux reducer into a single key-based reducer.,13.9
redux-undo,middle,:recycle: higher order reducer to add undo/redo functionality to redux state containers,21.46666666666667
unassert,middle,Encourages programming with assertions by providing tools to compile them away.,18.94545454545455
eslint-config-kentcdodds,middle,ESLint configuration for projects that I do... Feel free to use this!,5.733333333333334
draftjs-to-html,middle,Library for converting Draftjs editor content state to HTML,12.488888888888889
jpegoptim-bin,middle,jpegoptim bin-wrapper that makes it seamlessly available as a local dependency,22.581818181818182
redux-devtools-themes,middle,Color themes for Redux DevTools monitors,15.733333333333334
imagemin-jpeg-recompress,middle,jpeg-recompress imagemin plugin,14.533333333333335
firstline,middle,Npm module for Node JS that reads the first line of a file,5.2
karma-jenkins-reporter,middle,karma xml reporter for jenkins,10.0
require-in-the-middle,middle,Module to hook into the Node.js require function,6.6000000000000005
escallmatch,middle,ECMAScript CallExpression matcher made from function/method signature,19.942857142857143
react-component-gulp-tasks,middle,Common Gulp tasks I use across my React Component projects,8.0
electron-json-storage,middle,:package: Easily write and read user settings in Electron apps,12.0
inject-lr-script,middle,inject live reload into HTML content,2.4000000000000004
node-argx,middle,Node.js module to parse function arguments.,9.066666666666668
markdown-it-attrs,middle,"Add classes, identifiers and attributes to your markdown with {} curly brackets, similar to pandoc's header attributes",16.400000000000002
babel-preset-flow-vue,middle,,0.0
prompt-sync,middle,a synchronous prompt for node.js,10.0
rework-plugin-function,middle,"function() plugin for rework, formerly included in core",13.200000000000001
parse-mongo-url,middle,Parse mongodb connection strings.,11.600000000000001
babel-preset-es2015-node6,middle,Babel preset to make node@6 fully ES2015 compatible.,8.200000000000001
github-changes,middle,Generate a changelog based on merged pull requests or commit messages,11.672727272727274
appcache-webpack-plugin,middle,Generate an HTML5 Application Cache for a Webpack build,12.488888888888889
ember-cli-autoprefixer,middle,Automatically run your styles through autoprefixer,15.733333333333334
markdown-extensions,middle,List of Markdown file extensions,10.0
postcss-inline-svg,middle,PostCSS plugin to reference an SVG file and control its attributes with CSS syntax,11.314285714285715
fetch-client,middle,An HTTP Client based on the Fetch standard.,3.2
assign-deep,middle,Deeply assign the enumerable properties of source objects to a destination object.,14.8
node-MarkerWithLabel,middle,npm module of Google Map utility's Marker With Label,8.044444444444444
event-aggregator,middle,A lightweight pub/sub messaging system for app-wide or per-object loosely coupled events.,14.8
ghpages,middle,a CLI tool to easily deploy your current working branch to GitHub Pages,8.276923076923078
react-scrolllock,middle,🔒 Prevent scroll on the <body />,2.0
js-ipld-dag-cbor,middle,JavaScript implementation of the IPLD dag-cbor format.,14.228571428571428
is-valid-path,middle,Returns true if a windows file path does not contain any invalid characters.,11.353846153846156
unescape-js,middle,Unescape special characters encoded by JavaScript escape sequences,23.200000000000003
mongoose-deep-populate,middle,Mongoose plugin to enable deep population of nested models ⛺,12.488888888888889
babel-plugin-css-modules-transform,middle,"Extract css class names from required css module files, so we can render it on server.",8.9
npm-installer,middle,npm installer for NW.js,11.600000000000001
config-lite,middle,A super simple & flexible & useful config module.,8.514285714285714
electron-window-state,middle,A library to store and restore window sizes and positions for your Electron app,11.314285714285715
konva,middle,Konva.js is an HTML5 Canvas JavaScript framework that extends the 2d context by enabling canvas interactivity for desktop and mobile applications.,17.923809523809524
unassertify,middle,Browserify transform for unassert: Encourages programming with assertions by providing tools to compile them away.,19.333333333333336
opt-merger,middle,Merge defaults opts with cli or api,2.8000000000000003
simple-sha1,middle,generate sha1 hashes in node and the browser,8.200000000000001
gulp-ava,middle,Run AVA tests,1.2000000000000002
ember-power-select,middle,The extensible select component built for ember.,14.228571428571428
postcss-easings,middle,PostCSS plugin to replace easing names to cubic-bezier(),8.200000000000001
is-invalid-path,middle,Returns true if a windows file path has invalid characters.,12.0
react-svg-loader,middle,"A loader for webpack, rollup, babel that loads svg as a React Component",8.276923076923078
node-fx-runner,middle,Node API to control Firefox,2.0
react-dropdown,middle,🔽 A dead simple dropdown component for React,8.514285714285714
pal,middle,Aurelia's Platform Abstraction Layer,21.6
utfstring,middle,UTF-safe string operations in JavaScript.,18.0
vuex-i18n,middle,Localization plugin for vue.js 2.0 using vuex as store,6.2444444444444445
element-resize-event,middle,Library to make it easy to listen for element resize events,8.036363636363637
gitbook,middle,The open source frontend for GitBook doc sites,3.2
webpack-middleware,middle,Run Webpack compiler as Express.js/Browsersync middleware,22.400000000000002
random-item,middle,Get a random item from an array,2.8000000000000003
ember-lodash,middle,Lodash as ES6 Modules for Ember.js Apps,8.514285714285714
throng,middle,A simple worker-manager for clustered Node.js apps,8.514285714285714
giphy-api,middle,🎥    Isomorphic JavaScript client for the Giphy.com API,19.942857142857143
wangEditor,middle,"wangEditor, open-source Web rich text editor 开源 Web 富文本编辑器",12.488888888888889
rtl-detect,middle,This library will help you to detect if the intl is right-to-left language,5.2
opt-cli,middle,Execute CLI Statements based upon Opt-In / Opt-Out Rules.,8.200000000000001
to-ico,middle,Convert PNG to ICO in memory,9.066666666666668
node-elm-compiler,middle,A Node.js interface to the Elm compiler binaries.,18.2
atool-build,middle,:hammer: Build tool based on webpack.,2.4000000000000004
dropbox-sdk-js,middle,The Official Dropbox API V2 SDK for Javascript,13.200000000000001
nash,middle,Craft command-line masterpieces in Node.js,18.0
ripple,middle,"A browser based, platform agnostic mobile application development and testing tool.",15.30909090909091
react-native-progress,middle,Progress indicators and spinners for React Native,8.514285714285714
map-props,middle,A higher order React component and allows mapping prop values passed in to other prop values expected by the wrapped component,14.114285714285714
router,middle,A powerful client-side router.,1.6
gulp-mustache,middle,〰 A gulp plugin that renders mustache templates,2.8000000000000003
react-native-communications,middle,,0.0
gulp-processhtml,middle,Process html files at build time to modify them depending on the release environment,14.171428571428573
hapi-cors-headers,middle,hapi extension to enable CORS,18.0
binding,middle,A modern databinding library for JavaScript and HTML.,8.200000000000001
i18next-sprintf-postProcessor,middle,sprintf post processor for i18next,10.0
templating-resources,middle,"A standard set of behaviors, converters and other resources for use with the Aurelia templating library.",18.900000000000002
react-highlight,middle,React component for syntax highlighting,18.0
react-native-navbar,middle,Navbar component for React Native,10.0
joi-assert,middle,Assert values using Joi schemas,2.0
gulp-reduce-file,middle,Reduce files to one single output using custom callbacks.,3.6
flickity,middle,":leaves: Touch, responsive, flickable carousels",10.0
node-test-runner,middle,Runs elm-test suites from Node.js. Get it with npm install -g elm-test,2.4000000000000004
ember-cli-typescript,middle, Use TypeScript in your Ember.js apps!,9.066666666666668
match-at,middle,Relocatable regular expressions.,41.2
hotkeys,middle,➷ A robust Javascript library for capturing keyboard input. It has no dependencies. ,12.4
composition,middle,[DEPRECATED] Compose generator and async/await middleware,22.400000000000002
chai-shallow-deep-equal,middle,Shallow deep equal for chai,2.0
react-collapse,middle,Component-wrapper for collapse animation with react-motion for elements with variable (and dynamic) height,23.661538461538463
express-sanitizer,middle,An express.js middleware for node-validator ,18.0
jsonist,middle,JSON over HTTP: A simple wrapper around hyperquest for dealing with JSON web APIs,8.457142857142857
globo,middle,Turn module ids into global lookups that work in Node and the browser,5.2
eslint-plugin-css-modules,middle,"Project status: NOT MAINTAINED; Checks that you are using the existent css/scss classes, no more no less",11.505882352941178
compose-function,middle,Function composition,20.8
karma-systemjs,middle,Karma plugin for using SystemJS as a module loader,3.6
hexo-generator-json-content,middle,Hexo (https://hexo.io/) plugin to generate a JSON file for generic use or consumption with the contents of posts and pages.,16.0
babel-plugin-root-import,middle,Add the opportunity to import modules by the root path,8.0
Validator,middle,Client-side javascript validator library ports from Laravel 5.2,13.200000000000001
humanize-string,middle,Convert a camelized/dasherized/underscored string into a humanized one: fooBar-Baz_Faz → Foo bar baz faz,14.430769230769233
licensify,middle,Browserify plugin to prepend license header to your bundle,8.044444444444444
fastfall,middle,"call your callbacks in a waterfall, at speed",8.200000000000001
fast-async,middle,,0.0
babel-plugin-webpack-alias,middle,babel 6 plugin which allows to use webpack resolve options,4.0
markdown-it-sup,middle,Superscript (<sup>) tag plugin for markdown-it markdown parser ,13.200000000000001
standard-format,middle,converts your code into Standard JavaScript Format,8.514285714285714
hugo-bin,middle,Binary wrapper for Hugo,11.600000000000001
eslint-plugin-github,middle,An opinionated collection of ESLint rules used by GitHub.,12.488888888888889
vue-touch,middle,Hammer.js wrapper for Vue.js,11.600000000000001
eslint-config-peerigon,middle,Peerigon coding rules as eslint config,2.4000000000000004
fn-args,middle,"Get the arguments of a function, arrow function, generator function, async function",11.466666666666669
has-require,middle,Check if a string of code requires a specified Node module by id,11.353846153846156
react-group,middle,Render React children with a separator,9.066666666666668
sort-by,middle,A utility to create comparator functions for the native `Array.sort()`.  Allows for sorting by multiple properties.,13.200000000000001
parse-gitignore,middle,Parse a gitignore file into an array of patterns. Comments and empty lines are stripped.,5.666666666666668
content,middle,HTTP Content-* headers parsing,1.6
mount-point,middle,Get the mount point for a file,2.8000000000000003
defaults-deep,middle,Like `extend` but recursively copies only the missing properties/values to the target object.,11.353846153846156
closest,middle,Return the closest element matching a selector up the DOM tree,11.672727272727274
glue,middle,Server composer for hapi.js,11.600000000000001
gulp-atom-electron,middle,Gulp plugin for packaging Electron applications,22.400000000000002
trash-cli,middle,Move files and folders to the trash,2.8000000000000003
mochawesome-report-generator,middle,Standalone mochawesome report generator. Just add test data.,6.6000000000000005
call,middle,HTTP Router,0.8
1rm.js,bottom,Estimate one rep maximum lifts in JS using the Epley or Brzycki formulas,14.430769230769233
iputil,bottom,查询指定 ip 所在地,1.2000000000000002
2048term,bottom,2048 in terminal,14.533333333333335
2fa,bottom,"Node.js TOTP + HOTP library, with nice utilities for handing 2FA",8.0
301-node,bottom,Super simple redirection server,11.600000000000001
keystone,bottom,47pages Node.js CMS,1.2000000000000002
531.js,bottom,"Given a 1RM, generate a 4 week 5/3/1 cycle",8.044444444444444
ab-testing,bottom,A/B testing made easy.,1.6
absync,bottom,Data pool synchronization for Angular,18.0
node-accept-language,bottom,BCP47 language negotiation ,14.533333333333335
acqua,bottom,A NodeJS Module for Dependency Injection,15.733333333333334
active-knex,bottom,,0.0
activity-streams.js,bottom,THIS REPO HAS BEEN MOVED TO https://github.com/sockethub/sockethub - a simple tool to facilitate handling and referencing activity streams without unecessary verbosity,16.0
add-func-name,bottom,Add temp name to anonymous function for debugging.,13.200000000000001
node-adif,bottom,Amateur Data Interchange Format (ADIF) parser and generator,18.2
afinn-96,bottom,AFINN 96 (list of English words rated for valence) in JSON,4.4
aflow.js,bottom,Collection of async flow control methods.,9.066666666666668
airtight-css-lint,bottom,Check CSS for encapsulation and unwanted side-effects,19.942857142857143
alchemist-hsl,bottom,The official HSL plugin for alchemist.js,9.066666666666668
algolia-webcrawler,bottom,Simple node worker that crawls sitemaps in order to keep an algolia index up-to-date,11.314285714285715
ampersand-collection-pouchdb-mixin,bottom,Error: 404,0.8
ampersand-date-view,bottom,"Draws a three part date control: month select, day input, year input",4.800000000000001
ampersand-model-patch-mixin,bottom,Sync implementation for Ampersand and Backbone that implements the RFC 6902 json+patch spec on updates.,14.0
ampersand-radio-view,bottom,An Ampersand view to display a collection of radio buttons,12.0
ampersand-sync-localforage,bottom,localForage sync adapter for Ampersand.js,26.0
amqp.channel,bottom,Generalized way to get an AMQP connection/channel setup.,13.200000000000001
anchor,bottom,Jump to a specific section smoothly.,9.066666666666668
angular-directive-boilerplate,bottom,Bower Publishable Angular Directive Boilerplate,34.0
angular-integer,bottom,Angular directive for validating integer inputs,29.06666666666667
angular-names,bottom,"For now, a simple directive for checking if an input is a full name",8.457142857142857
angular-nl2br,bottom,An angular filter that turns new lines into line breaks. Deprecated.,11.672727272727274
angular-sockjs,bottom,SockJS component for AngularJS,21.6
angular-text-toggle,bottom,A simple boolean text control with undo support,8.200000000000001
angular-ziptastic,bottom,Ziptastic ZIP -> City/State lookups for Angular,15.733333333333334
animar,bottom,,0.0
node-ansi,bottom,"ANSI graphics parser for node.js.  Output to plain text, HTML, binary, animated GIF, PNG, video, or whatever you want.",12.22105263157895
apimock-middleware,bottom,connect middleware for API Mocking.,10.0
apostrophe-facebook,bottom,A simple Facebook RSS widget for Apostrophe. Based on the standard Apostrophe RSS widget.,8.514285714285714
arangojs-extended,bottom,Extended APIs for ArangoJS client library,9.066666666666668
node-areacodes,bottom,"An U.S. area code lookup tool. U.S. area code data is a relatively small set of data, yet no one wants to maintain it. This library contains area code data that is queryable.",9.248484848484848
arpisea,bottom,"Arpisea is a specification and complete framework implementation for describing, producing, consuming, and visualizing JSON-RPC web services.",25.623529411764707
array-fill,bottom,Polyfill for Array.prototype.fill,14.533333333333335
arrayof,bottom,Array.of  for older browsers and node compat.,8.514285714285714
node-artstack,bottom,:persevere: Unofficial ArtStack API wrapper for NodeJS.,14.228571428571428
asapi,bottom,ArchivesSpace API client in Javascript,10.0
asorted,bottom,Fast and efficient sorted arrays in JavaScript with binary search,16.0
ass-to-vtt,bottom,Transform stream that converts ass files to vtt files (html5 video subtitles),11.466666666666669
assert-http,bottom,Test helpers for testing a HTTP interface,8.514285714285714
asset-inliner,bottom,Parses your markup and replaces the references to external assets with inline code,14.430769230769233
assetment,bottom,Assesses & extracts references to all the assets in your markup.,12.0
assets-bower-ci,bottom,Front-end assets management for php frameworks,9.066666666666668
attrition,bottom,Attrition is a simple queue system that uses a mongoDB collection to store jobs,11.314285714285715
auto-generate,bottom,Writes given content as an auto generated part to file considering options.,11.466666666666669
autocode,bottom,Error: 404,0.8
autorecordmic,bottom,Record microphone data via getUsermedia automatically based on microphone activity,24.0
avprober,bottom,Get media file data using avprobe,9.066666666666668
aws-billing,bottom,An API to learn how much your AWS hosting costs every month,4.800000000000001
aws-instances,bottom,Get a list of aws instances and their meta data.,8.0
backbone-computed-properties,bottom,Add Ember style computed properties to your Backbone.js models,16.933333333333334
backbone-db-elasticsearch,bottom,Elasticsearch driver for backbone-db,11.600000000000001
backbone-db-mongodb,bottom,backbone-db driver for MongoDB,1.6
backbone.declarative.views,bottom,Defining the DOM element of a Backbone view right in the template. Compatible with absolutely everything.,13.200000000000001
backbone.ribs,bottom,"Deep get/set, bindings and computed model attributes for Backbone.",12.488888888888889
backpack-ht16k33,bottom,API for connecting a tessel to an Adafruit ht16k33 backpack,8.0
barterer,bottom,Real-time location & sensor data API for the IoT.  We believe in an open Internet of Things.,10.700000000000001
node-basecontroller-core,bottom,Core BaseController class to build your basecontroller on.,13.200000000000001
BaseCRM,bottom,Base CRM client for NodeJS,2.0
batch-me-if-you-can,bottom,"Advanced batch requests for Hapi with path, query, and payload pipelining",8.036363636363637
baucis-vivify,bottom,Error: 404,0.8
node-bcat,bottom,A pipe to browser utility,10.0
becklyn-gulp,bottom,[deprecated] Small helper for gulp which is used internally at Becklyn,11.672727272727274
beercalc_js,bottom,JS class for common beer calculations for brewers.,8.200000000000001
bem-deps,bottom,,0.0
node-benchmarks,bottom,Benchmarking various operations in Node.JS,26.0
benderjs-amd,bottom,Basic AMD support for Bender.js,10.0
bepacked,bottom,Pack external assets into your html.,9.066666666666668
big-red-button,bottom,A node-hid based driver to read actions from the Dream Cheeky Big Red Button,5.6000000000000005
bip32-wallet,bottom,"A BIP32 Wallet backed by bitcoinjs-lib, lite on features but heavily tested.",11.466666666666669
bitbucket-ips,bottom,What are the Bitbucket IP addresses I should use to configure my corporate firewall?,17.02857142857143
blender,bottom,DEPRECATED: this project isn't maintained anymore.,15.733333333333334
contact-form,bottom,📩 The official contact form plugin for Bloggify,14.228571428571428
lightbox,bottom,💡 MiniLightbox plugin for Bloggify sites,18.0
rss,bottom,𝍌 The RSS plugin for Bloggify.,10.0
bloggy,bottom,Small and lightweight blog engine for node.js,2.8000000000000003
bloggy-marked-toc,bottom,"A table of contents (TOC) generator for blog posts in bloggy, a small and lightweight blog engine",9.15294117647059
bloggy-rss,bottom,"RSS plugin for bloggy, a small and lightweight node.js blog engine.",2.2
blum,bottom,Blum is a configuration document generator used to create manifest json files using Confidence.,19.885714285714286
bmfont2json,bottom,Converts BMFont XML/TXT files to JSON output,2.8000000000000003
bookshelf-manager,bottom,"Easily wire up models to APIs with supported for complex, nested saving.",11.466666666666669
boomcatch,bottom,"A standalone, node.js-based beacon receiver for boomerang.",18.54285714285714
boring-config,bottom,Load a CSON config file,2.0
bpmn-js-debug-overlay,bottom,Stepping controls for your BPMN 2.0 processes,8.514285714285714
breadboard,bottom,Inversion of control container for Node.js applications,19.942857142857143
breeze.js.labs,bottom,OFFICIAL Breeze.js Labs package of extensions and utilities for Breeze.js client apps.,12.4
breeze.js.bower,bottom,RETIRED/DEPRECATED Breeze bower/npm packages. See README.md,15.733333333333334
brim,bottom,View (minimal-ui) manager for iOS 8.,9.066666666666668
broccoli-csssplit,bottom,csssplit plugin for broccoli,11.600000000000001
broccoli-i18n-lazy-lookup,bottom,Add support for lazy lookup in Ember I18n,3.2
broccoli-ng-templatecache,bottom,Broccoli adapter for ng-templatecache,31.6
broccoli-splitter,bottom,A broccoli plugin for splitting text into new files.,8.044444444444444
browser-pdf-support,bottom,detect PDF support in the browser,2.4000000000000004
browserify-dev-bundler,bottom,On-demand browserify bundler middleware for development with watchify support,21.37777777777778
browserify-transform-dna,bottom,,0.0
buffered-transform,bottom,Buffer up data and give it to a transform-like method,8.0
builder-coffee,bottom,coffee-script plugin for component-builder2,21.6
gulp-imacss,bottom,A gulp plugin for using imacss (the image to datauri to CSS transformer).,8.276923076923078
bunnydo,bottom,Wrapper around amqplib to make common patterns easier.,8.200000000000001
busylight,bottom,node library for busylight,11.600000000000001
buzzfeed-headlines,bottom,Scrape titles of articles from buzz feed.,8.514285714285714
caber,bottom,Workout log parser,1.2000000000000002
cache-wrapper,bottom,Wraps objects with a proxy that caches return values so that resource intensive functions can be called repeatedly at low performance cost.,14.254545454545458
calendar-matrix,bottom,Returns a two-dimensional array representing the days on a calendar,12.0
callback-with,bottom,Generates a function that is called with initially supplied arguments,16.0
callback-timer,bottom,Wrap a callback in order to time asynchronous operations.,12.488888888888889
callback-wrapper,bottom,Helper to wrap your callbacks,2.0
cantina-app-users,bottom,Drop-in users system for Cantina apps,9.066666666666668
carcass-program,bottom,"(Node.js) A simple wrap of commander.js, plus some tools and examples, in Carcass style.",8.514285714285714
card-dealer,bottom,A robust card-dealing JavaScript Class written in TypeScript,13.200000000000001
catbox-s3,bottom,[MAINTAINERS WANTED] Amazon S3 adapter for catbox,19.942857142857143
cfn-config,bottom,"Quickly configure, start, and update AWS CloudFormation stacks.",13.200000000000001
chain-args,bottom,Give your javascript functions a chaining api.,8.514285714285714
charabanc,bottom,Simple micro-services bus,14.533333333333335
chemical-symbols,bottom,Symbols of the chemical elements,18.0
choice,bottom,Save and restore selections in contenteditable areas.,19.942857142857143
clever-tools,bottom,The official command line interface for Clever Cloud ,13.200000000000001
cli-snow,bottom,":ski: Snow, snow, snow! Let it snow, in terminal!",6.2444444444444445
cli-spy,bottom,Helper utility for testing isolated cli modules.,14.228571428571428
clingwrap,bottom,DEPRECATED – Command line tool for predictable npm-shrinkwrap updates,13.200000000000001
clocker,bottom,Command-line tool to track project hours,9.066666666666668
