Run,Task_Index,Source,Description,Temperature,Recommended_Library
3,222,top,Map object keys and values into a new object,0.2,lodash
3,223,top,Returns true if a value has the characteristics of a valid JavaScript data descriptor.,0.2,is-data-descriptor
3,224,top,"Babel plugin to transpile import() to a deferred require(), for node",0.2,@babel/plugin-syntax-dynamic-import
3,225,top,Like envify but much faster,0.2,fast-env-y
3,226,top,Slice a string with ANSI escape codes,0.2,ansi-regex
3,227,top,Fallback to a default if `process.stdout.getWindowSize` doesn't exist,0.2,`window-size`
3,228,top,[DEPRECATED] Tools for working with sourceMappingURL comments.,0.2,source-map-url
3,229,top,Parses and stringifies CSS selectors.,0.2,css-selector-parser
3,230,top,Node.js path.parse() ponyfill,0.2,path-parse
3,231,top,Reliable way to to get the height and width of the terminal/console in a node.js environment.,0.2,`node-pty`
3,232,top,Give me a string and I'll tell you if it's a valid npm package license string,0.2,spdx-expression-parse
3,233,top,Command line argument parser,0.2,yargs
3,234,top,Minimalistic utils for JS-only crypto,0.2,crypto-js
3,235,top,Map `visit` over an array of objects.,0.2,lodash
3,236,top,Hash functions in pure javascript,0.2,crypto-js
3,237,top,Serve directory listings,0.2,express-directory-listing
3,238,top,"Fast, minimal glob matcher for node.js. Similar to micromatch, minimatch and multimatch, but without support for extended globs (extglobs), posix brackets or braces, and with complete Bash 4.3 wildcard support: (""*"", ""**"", and ""?"").",0.2,fast-glob
3,239,top,Manipulate the HTTP Vary header,0.2,vary
3,240,top,"Split a string on a given character or characters, with support for escaping.",0.2,split-on-steroids
3,241,top,Strip redundant indentation and indent the string,0.2,"""prettier"""
3,242,top,Create an object path (dot notation) from a list or array of strings.,0.2,lodash.
3,243,top,Delete nested properties from an object using dot notation.,0.2,lodash
3,244,top,Strip leading whitespace from each line in a string,0.2,lodash
3,245,top,Trim newlines from the start and/or end of a string,0.2,lodash.trim()
3,246,top,"A very simple and stupid parser, based on a statemachine and regular expressions.",0.2,xstate
3,247,top,Create boxes in the terminal,0.2,blessed
3,248,top,A Bonjour/Zeroconf protocol implementation in JavaScript,0.2,mdns-js
3,249,top,Node's default require extensions as a separate module,0.2,`require-extension-hooks`
3,250,top,Get the length of the longest item in an array.,0.2,lodash
3,251,top,"Write data to the file system, creating any intermediate directories if they don't already exist. Used by flat-cache and many others!",0.2,fs-extra
3,252,top,Check if a URL is absolute,0.2,is-absolute-url
3,253,top,Error: 404,0.2,express-404-handler
3,254,top,Formats data into a string table.,0.2,cli-table
3,255,top,Error: 404,0.2,express-404-handler
3,256,top,Try to guess if your terminal supports unicode,0.2,is-unicode-supported
3,257,top,Prepend `https://` to humanized URLs like `sindresorhus.com` and `localhost`,0.2,prepend-http
3,258,top,"A CSS selector parser, integrates with postcss but does not require it.",0.2,css-selector-parser
3,259,top,Execute a listener when a response is about to write headers.,0.2,on-headers
3,260,top,ES2017 spec-compliant shim for Object.values,0.2,core-js
3,261,top,Prettier is an opinionated code formatter.,0.2,Prettier
3,262,top,"Pass two numbers, get a regex-compatible source string for matching ranges. Fast compiler, optimized regex, and validated against more than 2.78 million test assertions. Useful for creating regular expressions to validate numbers, ranges, years, etc.",0.2,regex-ranges
3,263,top,A regular expression to match all Emoji-only symbols as per the Unicode Standard.,0.2,emoji-regex
3,264,top,Check if a value is a plain object,0.2,is-plain-object
3,265,top,Check if a string or buffer is SVG,0.2,is-svg
3,266,top,Generate hashes from javascript objects in node and the browser.,0.2,object-hash
3,267,top,Generate regular expressions from regjsparser’s AST.,0.2,regjsparser
3,268,top,"Extends `stats.isDirectory()`, returns `true` if a filepath is a directory.",0.2,fs-extra
3,269,top,Detect Node.JS,0.2,detect-node
3,270,top,Parse HTTP request cookies,0.2,cookie-parser
3,271,top,Check if a value is an object,0.2,lodash
3,272,top,Basic cache object for storing key-value pairs. Based on MapCache in Lo-dash 3.0,0.2,lodash
3,273,top,Returns true if the platform is Windows (and Cygwin or MSYS/MinGW for unit tests),0.2,is-windows
3,274,top,Resolve the path of a module like `require.resolve()` but from the current working directory,0.2,resolve-from
3,275,top,"Resolve a directory that is either local, global or in the user's home directory.",0.2,`path`
3,276,top,Right-align the text in a string.,0.2,lodash.padStart
3,277,top,Captures and cleans stack traces.,0.2,clean-stack
3,278,top,Generic extension management for WebSocket connections,0.2,ws-extension-manager
3,279,top,Turn a CSS color into its smallest representation.,0.2,color-string
3,280,top,Simple `setImmediate` shim,0.2,setimmediate
3,281,top,Detect the dominant newline character of a string,0.2,newline-character-detector
3,282,top,"Parser for the engine.io protocol, used by client and server",0.2,engine.io-parser
3,283,top,Combine an array of streams into a single duplex stream using pump and duplexify,0.2,pump
3,284,top,A JS library for predictable global state management,0.2,Redux
3,285,top,Detect if the current environment is a CI server,0.2,is-ci
3,286,top,Copy files and directories with webpack,0.2,copy-webpack-plugin
3,287,top,"A tool set for CSS including fast detailed parser, walker, generator and lexer based on W3C specs and browser implementations",0.2,postcss
3,288,top,[deprecated] UglifyJS Plugin,0.2,terser-webpack-plugin
3,289,top,PostCSS plugin for css modules to local-scope classes and ids,0.2,postcss-modules
3,290,top,Small footprint URL parser that works seamlessly across Node.js and browser environments.,0.2,`url-parse`
3,291,top,"Querystringify - Small, simple but powerful query string parser.",0.2,query-string
3,292,top,Pass arbitrary constants between your module files,0.2,dotenv
3,293,top,🔀 Cross platform setting of environment scripts,0.2,cross-env
3,294,top,Search & replace tokens during the linking stage of ICSS loading,0.2,postcss-replace-token
3,295,top,Low level multicast-dns implementation in pure javascript,0.2,mdns-js
3,296,top,Sort the keys of an object,0.2,lodash
3,297,top,Return true if a file path contains the given path.,0.2,path-exists
3,298,top,An abstract-encoding compliant module for encoding / decoding DNS packets,0.2,dns-packet
3,299,top,Create an array with values that are present in the first input array but not additional ones,0.2,lodash.subtract
3,300,top,Node.js os.homedir polyfill for older versions of node.js.,0.2,os-homedir-polyfill
3,301,top,Get an ArrayBuffer from a Buffer as fast as possible,0.2,buffer-to-arraybuffer
3,302,top,Converting Number to Fraction with Node.js,0.2,mathjs
3,303,top,Sort CSS declarations fast and automatically in a certain order.,0.2,postcss-sorting
3,304,top,Check if a protocol requires a certain port number to be added to an URL.,0.2,url-parse-protocol
3,305,top,"Neo-Async is thought to be used as a drop-in replacement for Async, it almost fully covers its functionality and runs faster",0.2,neo-async
3,306,top,Lowercase the keys of an object,0.2,lodash
3,307,top,Use property paths (`a.b.c`) get a nested value from an object.,0.2,lodash
3,308,top,Fast line to line SourceMap generator.,0.2,`source-map`
3,309,top,"normalize a ranged value that wraps. ( i.e. angular range [0-360), where 400 === 40 and -20 === 340)",0.2,normalize-range
3,310,top,Create a relative URL with options to minify.,0.2,"""express-minify-url"""
3,311,top,"Returns true if a value exists, false if empty. Works with deeply nested values using object paths.",0.2,lodash.isEmpty
3,312,top,Parse and stringify mdns service types,0.2,mdns-js
3,313,top,Get your internal IP address,0.2,internal-ip
3,314,top,Returns the directory used by NPM for globally installed NPM packages.,0.2,global-modules
3,315,top,Returns true if a value has the characteristics of a valid JavaScript descriptor. Works for data descriptors and accessor descriptors.,0.2,is-descriptor
3,316,top,Official React bindings for Redux,0.2,react-redux
3,317,top,Regular expression for matching HTML comments,0.2,html-comment-regex
3,318,top,Copies non-react specific statics from a child component to a parent component,0.2,lodash.merge
3,319,top,The Socket.IO in-memory adapter,0.2,socket.io-adapter
3,320,top,Ponyfill for Error#captureStackTrace,0.2,error-stack-parser
3,321,top,"Get a formatted timestamp. Used in gulp, assemble, generate, and many others.",0.2,moment
3,322,top,Reduce CSS calc() function at the maximum,0.2,cssnano
3,323,top,Get the latest version of an npm package,0.2,npm-check-updates
3,324,top,Module that helps you write generated functions in Node,0.2,plop
3,325,top,A JSONSchema validator that uses code generation to be extremely fast,0.2,ajv_codegen
3,326,top,A write stream constructor that supports a flush function that is called before finish is emitted,0.2,flush-write-stream
3,327,top,Call the given method on each value in the given object.,0.2,lodash
3,328,top,Get metadata of a package from the npm registry,0.2,npm-registry-client
3,329,top,Get the gzipped size of a string or buffer,0.2,gzip-size
3,330,top,Merge designed for webpack,0.2,webpack-merge
3,331,top,Exclude/warn on duplicated PostCSS plugins.,0.2,postcss-load-config
3,332,top,"snapdragon is an extremely pluggable, powerful and easy-to-use parser-renderer factory.",0.2,snapdragon
3,333,top,Measure the difference between two strings with the fastest JS implementation of the Levenshtein distance algorithm,0.2,fast-levenshtein
3,334,top,"Reduce function calls in a string, using a callback",0.2,lodash
3,335,top,Easily add plugin support to your node.js application. ,0.2,"""architect"""
3,336,top,Encode/decode DNS-SD TXT record RDATA fields,0.2,dns-txt-parser
3,337,top,Exports a function for slicing ArrayBuffer without polyfilling,0.2,buffer-slice
3,338,top,"Recursively (deep) clone JavaScript native types, like Object, Array, RegExp, Date as well as primitives. Used by superstruct, merge-deep, and many others!",0.2,lodash.clonedeep
3,339,top,Sourcemap support for gulpjs.,0.2,gulp-sourcemaps
3,340,top,Parses and compiles CSS nth-checks to highly optimized functions.,0.2,css-aurora
3,341,top,favicon serving middleware,0.2,serve-favicon
3,342,top,"Uses a breadth-first search, when necessary, to resolve the file path using the correct casing, and verify that the file actually exists. Returns consistent results regardless of case sensitivity of the file path and/or operating system.",0.2,find-up-case
3,343,top,Convert directories to glob compatible strings,0.2,globby
3,344,top,A collection of useful stream utility modules for writing better code using streams,0.2,"""stream-utils"""
3,345,top,Turn any collection of objects into its own efficient tree or linked list using Symbol,0.2,immer
3,346,top,PostCSS helpers to throw or output GNU style messages,0.2,postcss-reporter
3,347,top,Convert bytes to a human readable string: 1337 → 1.34 kB,0.2,bytes.js
3,348,top,Simple session middleware for Express,0.2,express-session
3,349,top,Validates whether a string matches the production for an XML name or qualified name,0.2,xml-name-validator
3,350,top,Generate the origin from an URL or check if two URL/Origins are the same.,0.2,url-parse
3,351,top,Get the real length of a string - by correctly counting astral symbols and ignoring ansi escape codes,0.2,"""string-length"""
3,352,top,"sane aims to be fast, small, and reliable filesystem watcher. No bells and whistles, just change events.",0.2,chokidar
3,353,top,A stricter URI encode adhering to RFC 3986,0.2,`strict-uri-encode`
3,354,top,"Lo-dash's array-clice method. Slices `array` from the `start` index up to, but not including, the `end` index.",0.2,lodash
3,355,top,Check if your code is running as an npm or yarn script,0.2,is-npm
3,356,top,A Node.js file system walker with a Readable stream interface. Extracted from fs-extra.,0.2,walkdir
3,357,top,Load module from string,0.2,vm2
3,358,top,📦 Webpack loader for Vue.js components,0.2,vue-loader
3,359,top,"Easily add ANSI colors to your text and symbols in the terminal. ansi-colors is the official ansi styling library for gulp. Used by hundreds of projects, including enquirer, vscode, codeql, azure data studio, aws-cdk, redwoodjs, leaflet, mocha, and many others.",0.2,ansi-colors
3,360,top,Get the diff type of two semver versions: 0.0.1 0.0.2 → patch,0.2,semver-diff
3,361,top,Get XDG Base Directory paths,0.2,xdg-basedir
3,362,top,Get the set npm registry URL,0.2,npm-registry-uri
3,363,top,Use Custom Properties in CSS,0.2,postcss-custom-properties
3,364,top,Tiny utility to de-duplicate lists,0.2,lodashuniq
3,365,top,"SPDY v2, v3, v3.1 and HTTP2 transport implementation for node.js",0.2,spdy库
3,366,top,ESLint Config for JavaScript Standard Style,0.2,eslint-config-standard
3,367,top,Detect if we were run as a result of `npm publish`.,0.2,is-npm-publish
3,368,top,Non-blocking stdout stream,0.2,pump
3,369,top,Prefix CSS,0.2,postcss-prefixer
3,370,top,Make your terminal beep,0.2,"""node-notifier"""
3,371,top,Get available v8 and Node.js flags.,0.2,v8-flags
3,372,top,Create the next immutable state by mutating the current one,0.2,immer
3,373,top,url.parse() with support for protocol-less URLs & IPs,0.2,url-parse
3,374,top,"Make a shallow clone of an object, array or primitive.",0.2,lodash.cloneShallow
3,375,top,Unique ID Generator,0.2,uuid
3,376,top,Import a module lazily,0.2,import-lazy
3,377,top,Flow types for the Javascript AST,0.2,@babel/types
3,378,top,BDD style assertions for node.js -- test framework agnostic,0.2,chai
3,379,top,Run some code when the process exits,0.2,exit-hook
3,380,top,Get the MAC addresses (hardware addresses) of the hosts network interfaces.,0.2,os-network-interfaces
3,381,top,webpack plugin for generating asset manifests,0.2,webpack-manifest-plugin
3,382,top,Prepare a node environment to require files with different extensions.,0.2,"""esm"""
3,383,top,Parses import dependencies from a directory of sass files,0.2,sass-import-resolver
3,384,top,Determine the root path to your project,0.2,path.dirname
3,385,top,Get the visual width of the widest line in a string - the number of columns required to display it,0.2,string-width
3,386,top,Topological sorting with grouping support,0.2,graphlib
3,387,top,JS Object representation of a stack frame. ,0.2,stack-frame
3,388,top,Tiny but linear growing unique id generator.,0.2,nanoid
3,389,top,Regular expression for matching IP addresses,0.2,ip-regexp
3,390,top,Merge multiple streams into one stream in sequence or parallel (~119M/month downloads).,0.2,async-merge-stream
3,391,top,Colored symbols for various log levels,0.2,chalk
3,392,top,Strip block comments or line comments from JavaScript code. ,0.2,strip-comments
3,393,top,"Convenience wrapper for ReadableStream, with an API lifted from ""from"" and ""through2""",0.2,"""readable-stream"""
3,394,top,The closest you can get to require something with bypassing the require cache,0.2,fresh
3,395,top,ES2019 spec-compliant shim for String.prototype.trimLeft.,0.2,trim-left
3,396,top,ES2019 spec-compliant shim for String.prototype.trimRight.,0.2,trim-right
3,397,top,ESlint Rules for the Standard Linter,0.2,eslint-config-standard
3,398,top,A simple javascript utility for conditionally joining classNames together,0.2,classnames
3,399,top,Parse yes/no like values,0.2,"""yes-no-words"""
3,400,top,Regular expression for matching XML NCName,0.2,xml-name-validator
3,401,top,Additional ESLint's rules for Node.js,0.2,eslint-plugin-node
3,402,top,"Object of ""void elements"" as defined by the WHATWG HTML Standard.",0.2,void-elements
3,403,top,A Webpack plugin to optimize \ minimize CSS assets.,0.2,css-minimizer-webpack-plugin
3,404,top,Next-generation ES module bundler,0.2,esbuild
3,405,top,Run a series of dependent gulp tasks in order,0.2,run-sequence
3,406,top,"I created this in 2014, the year I learned how to program. All of the downloads are from an old version of https://github.com/micromatch/micromatch. I've done a few other things since: https://github.com/jonschlinkert.",0.2,micromatch
3,407,top,:watch: Browser shim for Node.js process.hrtime(),0.2,browser-process-hrtime
3,408,top,Global logging utility.,0.2,winston
3,409,top,A better `Stream.pipe` that creates duplex streams and lets you handle errors in one place.,0.2,`pump`
3,410,top,Node.js module to detect available ports of the system.,0.2,"""portscanner"""
3,411,top,Transform the first chunk in a stream,0.2,`stream-transform`
3,412,top,Webpack hot reloading you can attach to your own server,0.2,webpack-dev-middleware
3,413,top,⏳ Modern JavaScript date utility library ⌛️,0.2,date-fns
3,414,top,Git hooks made easy 🐶 woof!,0.2,husky
3,415,top,"Log things, prefixed with a timestamp.",0.2,log-timestamp
3,416,top,Import a module like with `require()` but from a given path,0.2,import-fresh
3,417,top,Thunk middleware for Redux,0.2,redux-thunk
3,418,top,A tokenzier for Sass' SCSS syntax,0.2,sass-tokenizer
3,419,top,Returns true if a filepath is absolute. The original path-is-absolute.,0.2,path-is-absolute
3,420,top,NOTE: You probably want native promises now,0.2,bluebird
3,421,top,"Check if the process is running as root user, for example, one started with `sudo`",0.2,is-root
3,422,top,PostCSS plugin to fallback initial keyword,0.2,postcss-initial
3,423,top,Istanbul Instrumenter Loader,0.2,istanbul-instrumenter-loader
3,424,top,PostCSS plugin to inline at-import rules content,0.2,postcss-import-inline
3,425,top,Override HTTP verbs.,0.2,method-override
3,426,top,"Returns `true` if a file path appears to be relative. Moved from the ""relative"" lib.",0.2,is-relative-path
3,427,top,"Detect the file type of a file, stream, or data",0.2,file-type
3,428,top,the Istanbul command line interface,0.2,istanbul-cli
3,429,top,The Promised Node -- a package which promisifies the node standard library.,0.2,util.promisify
3,430,top,Import a module like with `require()` but from the current working directory,0.2,`import-local`
3,431,top,"Compare semver version strings to find which is greater, equal or lesser.",0.2,semver
3,432,top,"Recognizes certain classes of webpack errors and cleans, aggregates and prioritizes them to provide a better Developer Experience.",0.2,webpack-error-overlay
3,433,top,List of node.js builtin modules,0.2,There is no npm library needed for this task as the list of node.js builtin modules can be accessed directly from the Node.js documentation.
3,434,top,Fixing Node pipes,0.2,`pump`
3,435,top,:page_with_curl: pipe to console - process.stdout in your browser,0.2,"""browserify"""
3,436,top,Iterate all the data in a stream,0.2,"""stream-each"""
3,437,top,PostCSS plugin to transform W3C CSS font variant properties to more compatible CSS (font-feature-settings),0.2,postcss-font-variant
3,438,top,ES6 spec-compliant RegExp.prototype.flags shim,0.2,regexp.prototype.flags
3,439,top,Detect circular dependencies in modules compiled with Webpack,0.2,circular-dependency-plugin
3,440,top,A mirror of Facebook's Warning,0.2,react-toastify
3,441,top,Logger for gulp and gulp plugins.,0.2,gulp-util
3,442,top,Replaces a file extension with another one.,0.2,replace-ext
3,443,top,Regular expressions for matching against the XML Character Classes,0.2,xregexp
3,444,top,Cross-browser `CustomEvent` constructor,0.2,custom-event-polyfill
3,445,top,Parse a filepath and return an object of path parts. Falls back on native node.js `path.parse` if it exists ,0.2,path-parse
3,446,top,"🌟 JavaScript Style Guide, with linter & automatic code fixer",0.2,eslint-config-airbnb
3,447,top,"The power of webpack, distilled for the rest of us.",0.2,parcel-bundler
3,448,top,Extend the properties from any number of objects onto the first object. Pass an empty object as the first arg to create a new object.,0.2,lodash.merge
3,449,top,Check if gulplog is available before attempting to use it,0.2,gulplog-exists
3,450,top,Get the callsite of the caller function,0.2,callsites
3,451,top,Check if something is a generator function,0.2,is-generator-function
3,452,top,Find the closest package.json file,0.2,find-up
3,453,top,Serializes any DOM node into a String,0.2,serialize-dom
3,454,top,Is the given string an acceptable npm package name?,0.2,validate-npm-package-name
3,455,top,Let your JS API users either give you a callback or receive a promise,0.2,bluebird
3,456,top,Zip extraction written in pure JavaScript. Extracts a zip into a directory. ,0.2,adm-zip
3,457,top,Tweak React components in real time. (Deprecated: use Fast Refresh instead.),0.2,react-hot-loader
3,458,top,yet another unzip library for node,0.2,adm-zip
3,459,top,Decompress a HTTP response if needed,0.2,zlib
3,460,top,A partial implementation of the W3C URL Spec Draft for Node,0.2,url-parse
3,461,top,Apply an async function to each Array element in series,0.2,async-foreach
3,462,top,Browserify transform for Babel,0.2,babelify
3,463,top,Webpack plugin and CLI utility that represents bundle content as convenient interactive zoomable treemap,0.2,webpack-bundle-analyzer
3,464,top,Create ansi colors by passing open and close codes.,0.2,chalk
3,465,top,A tool for respawning node binaries when special flags are present.,0.2,nodemon
3,466,top,:cyclone: Use conventional text streams at the start of your gulp or vinyl pipelines,0.2,event-stream
3,467,top,Regular expression for testing if a file path is a windows UNC file path. Can also be used as a component of another regexp via the `.source` property.,0.2,"""regexp-unc-path"""
3,468,top,Remove unnecessary React propTypes from the production build. :balloon:,0.2,babel-plugin-transform-react-remove-prop-types
3,469,top,Webpack plugin for enabling Subresource Integrity.,0.2,webpack-subresource-integrity
3,470,top,Utilities for the snapdragon parser/compiler.,0.2,snapdragon
3,471,top,Fluent API for Gulp.,0.2,gulp-fluent
3,472,top,"Use Custom Media Queries in CSS, following the CSS Media Queries specification",0.2,css-mediaquery
3,473,top,Like `extend` but only copies missing properties/values to the target object.,0.2,lodash.defaults
3,474,top,This module has moved and is now available at @rollup/plugin-node-resolve / https://github.com/rollup/plugins/blob/master/packages/node-resolve,0.2,@rollup/plugin-node-resolve
3,475,top,A module which will endeavor to guess your terminal's level of color support.,0.2,supports-color
3,476,top,Writing simple and graceful Media Queries!,0.2,"""styled-components"""
3,477,top,Use Custom Selectors in CSS,0.2,postcss-custom-selectors
3,478,top,:confetti_ball: Blazing fast unique hash generator,0.2,hash-generator
3,479,top,Synchronously write a file and create its ancestor directories if needed,0.2,fs-extra
3,480,top,PostCSS plugin to transform :matches() W3C CSS pseudo class to more compatible CSS (simpler selectors),0.2,postcss-selector-matches
3,481,top,PostCSS plugin to transform :not() W3C CSS level 4 pseudo class to more compatible CSS (multiple css3 :not() selectors),0.2,postcss-selector-not
3,482,top,Find a file given a declaration of locations.,0.2,node-dir
3,483,top,Karma webpack Middleware,0.2,karma-webpack-middleware
3,484,top,🌶️ Hot reload API for Vue components,0.2,vue-hot-reload-api
3,485,top,Check if a value is a regular expression,0.2,is-regex
3,486,top,Development-only error handler middleware,0.2,express-error-handler
3,487,top,"Standalone denodeify, for all of your callback -> promise needs.  Just drop in an ES6 complaint promise library & stir",0.2,denodeify
3,488,top,"strong-globalize is built on Unicode CLDR and jquery/globalize and implements automatic extraction of strings from JS source code and HTML templates, lint the string resource, machine-translate them in seconds.  In runtime, it loads locale and string resource into memory and provides a hook to persistent logging.",0.2,strong-globalize
3,489,top, A Webpack loader that enables string-based module loading with the Angular Router,0.2,angular-router-loader
3,490,top,Unpack a browser type and version from the useragent string,0.2,`ua-parser-js`
3,491,top,Check if the internet connection is up,0.2,is-online
3,492,top,hack into vue-loader,0.2,webpack-node-externals
3,493,top,Minifies blocks of JSON-like content into valid JSON by removing all whitespace and comments.,0.2,jsonminify
3,494,top,LoopBack passport integration to support third party logins and account linking,0.2,loopback-component-passport
3,495,top,Simple rollup plugin for minifying code using babel-preset-minify.,0.2,rollup-plugin-babel-minify
3,496,top,Strips comments from code,0.2,strip-comments
3,497,top,Build your commands on minimist!,0.2,minimist
3,498,top,Jade renderer for Hexo. Replaced by https://github.com/hexojs/hexo-renderer-pug,0.2,hexo-renderer-pug
3,499,top,Http assertions for should.js,0.2,chai-http
3,500,middle,Auto-generate JS class structures for Web IDL specifications,0.2,webidl2
3,501,middle,Utilities for CLI plugins,0.2,commander
3,502,middle,Common TypeScript lint rules/preferences for Ionic.,0.2,tslint-config-prettier
3,503,middle,Beautiful and accessible drag and drop for lists with React,0.2,react-beautiful-dnd
3,504,middle,Simple commandline interface to allow you to run cli or bash style commands as if you were in the terminal.,0.2,`shelljs`
3,505,middle,Beautify CSS files.,0.2,"""gulp-cssbeautify"""
3,506,middle,Utility that provides a single API for loading the content of a path/URL.,0.2,axios
3,507,middle,The up-to-date and reliable Google's libphonenumber package for node.js.,0.2,google-libphonenumber
3,508,middle,Write html files to hard disk even when using the webpack dev server or middleware,0.2,html-webpack-plugin
3,509,middle,Slice GeoJSON into vector tiles on the fly in the browser,0.2,geojson-vt
3,510,middle,Merge svgs from a folder,0.2,svg-sprite-generator
3,511,middle,Social media share buttons and share counts for React,0.2,react-share
3,512,middle,NodeJS Core Module,0.2,None
3,513,middle,[deprecated] can be replaced with i18next-http-backend,0.2,i18next-http-backend
3,514,middle,ᕙ༼ຈل͜ຈ༽ᕗ,0.2,express-raise-hand emoji
3,515,middle,Use connect and express middleware in koa,0.2,koa-connect
3,516,middle,:dizzy: Create a modified babel preset based on an an existing preset.,0.2,@babel/preset-env
3,517,middle,Sort stream by path name using a natural sort,0.2,`natsort`
3,518,middle,"Advanced streaming http request proxy middleware for Express with support for custom routes, caching, and response transforms.",0.2,http-proxy-middleware
3,519,middle,Gulp plugin to run tasks in multiple gulpfiles,0.2,gulp-cli
3,520,middle,Bitcoin Wallet Import Format JS encoding/decoding module,0.2,bip38
3,521,middle,Simple module to infer the root directory of the currently running node application,0.2,app-root-path
3,522,middle,node.js library for Xcode simctl utility on macOS,0.2,node-simctl
3,523,middle,Base tests for every PostCSS CSS parser,0.2,postcss-parser-tests
3,524,middle,Protractor screenshot reporter for Jasmine2,0.2,protractor-jasmine2-screenshot-reporter
3,525,middle,Levenshtein edit distance,0.2,fast-levenshtein
3,526,middle,"Multiple, simultaneous, individually controllable spinners for concurrent tasks in Node.js CLI programs",0.2,ora
3,527,middle,Effortless animation between DOM changes (eg. list reordering) using the FLIP technique.,0.2,react-flip-toolkit
3,528,middle,A simple React component that is resizable with a handle. ,0.2,react-resizable
3,529,middle,"Yet another changelog generator from git commits, based on conventions and with an optional hook to enforce the rules",0.2,conventional-changelog
3,530,middle,"Read a protobuf schema from the disk, parse it and resolve all imports",0.2,protobufjs
3,531,middle,"Check permissions using Shiro-like strings, put in a trie.",0.2,`trie`
3,532,middle,🐱 concatenate files,0.2,concat-files
3,533,middle,Minify images seamlessly,0.2,imagemin
3,534,middle,Wrapper for using css-inline-images in Gulp,0.2,gulp-css-image-inline
3,535,middle,"A declarative, HTML-based language that makes building web apps fun",0.2,React
3,536,middle,"Parses expressions like 1-10,20-30. Returns an energetic array.",0.2,energetic-array-parser
3,537,middle,Convert streams (readable or writable) to promises,0.2,stream-to-promise
3,538,middle,A Gulp module to push a given folder to a subtree,0.2,gulp-gh-pages
3,539,middle,A CLI for the node-lintspaces module.,0.2,commander
3,540,middle,"gl-matrix's mat4, split into smaller pieces",0.2,gl-mat4-utils
3,541,middle,:hamburger: An off-canvas sidebar component with a collection of effects and styles using CSS transitions and SVG path animations,0.2,react-burger-menu
3,542,middle,Store enhancer that syncs (a subset) of your Redux store state to localstorage.,0.2,redux-persist
3,543,middle,Simplest (:pray:) way to reload an electron app on file changes!,0.2,electron-reload
3,544,middle,Clone a git repository,0.2,nodegit
3,545,middle,autod egg plugin,0.2,egg-scripts
3,546,middle,"Simple, intuitive and flexible unit testing framework for javascript / Node.js. Integrates the great assertions libraries Must.js, Should.js, Assert of Node.js, Sinon.js and other friendly features.",0.2,Mocha
3,547,middle,"Inlines img, script and link tags into the same file",0.2,gulp-inline-source
3,548,middle,Sets up the default configuration for the aurelia framework and gets you up and running quick and easy.,0.2,aurelia-cli
3,549,middle,Visualize flow between nodes in a directed acyclic network.,0.2,dagre-d3
3,550,middle,Test-framework-agnostic helpers for testing Ember.js applications,0.2,ember-test-selectors
3,551,middle,"JHipster Domain Language, used by JHipster UML and JDL-Studio to generate entities",0.2,jhipster-core
3,552,middle,"Slug generator with less than 1 KB and no dependencies, RFC 3986 compliant",0.2,slugify
3,553,middle,Superseded by abstract-level. An abstract-leveldown implementation that wraps another store to encode keys and values.,0.2,level-encoding
3,554,middle,gulp.js wrapper for html5-lint,0.2,gulp-html5-lint
3,555,middle,A packing algorithm for 2D bin packing. Largely based on code and a blog post by Jake Gordon.,0.2,bin-packing-js
3,556,middle,A simple way to mount React components ,0.2,react-router-dom
3,557,middle,A standalone point geometry primitive.,0.2,@turf/helpers
3,558,middle,WHATWG fetch ponyfill,0.2,node-fetch
3,559,middle,A linter for code styling. Ensures code is written in a beautiful way.,0.2,eslint
3,560,middle,Strip comments from CSS,0.2,strip-css-comments
3,561,middle,"A simple tool for grabbing the top contributors for a repo from github, with some convenient options.",0.2,"""octokit/rest.js"""
3,562,middle,Resizable dockable react component,0.2,react-dock-portal
3,563,middle,"convert img to base64, or convert base64 to img",0.2,"""image-to-base64"""
3,564,middle,node security project npm utilities,0.2,npm library: Node Security Platform (nsp)
3,565,middle,Get the most recent git semver tag of your repository,0.2,git-semver-tags
3,566,middle,Apache Cordova Tooling Library,0.2,cordova-lib
3,567,middle,"UTF-8 to ASCII transliteration / slugify module for node.js, browser, Web Worker, React Native, Electron and CLI.",0.2,transliteration
3,568,middle,Automated memory leak detection and analysis,0.2,memwatch-next
3,569,middle,A tiny async loader / dependency manager for modern browsers (961 bytes),0.2,scriptjs
3,570,middle,:octopus: Decorate yargs content with chalk styles and figlet fonts,0.2,yargs-unparser
3,571,middle,reschedulable setInterval for node.js,0.2,node-schedule
3,572,middle,Animate One React Element,0.2,react-spring
3,573,middle,jsDoc plugin adapter for gulp,0.2,gulp-jsdoc3
3,574,middle,Gulp plugin for power-assert,0.2,gulp-power-assert
3,575,middle,Remove unused CSS. Also works with single-page apps.,0.2,PurgeCSS
3,576,middle,A NodeJS Discord library,0.2,discord.js
3,577,middle,Git/Subversion/Mercurial repository metadata parser,0.2,nodegit
3,578,middle,A bridge between node and PhantomJS,0.2,phantomjs-node
3,579,middle,Abbreviation (<abbr>) tag plugin for markdown-it markdown parser,0.2,markdown-it-abbr
3,580,middle,NodeJS package that gives a simplier API to npm install (programatically installs things),0.2,npm-programmatic
3,581,middle,Hot Module Replacement plugin for Browserify,0.2,browserify-hmr
